name,epoch,step,values
step_gpu0_resident_used_gib,2,4,7.771484375
step_gpu0_resident_free_gib,2,4,15.779296875
step_gpu0_resident_total_gib,2,4,24.0
step_gpu0_tf_allocator_current_gib,2,4,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,2,4,0.6373814642429352
step_timesteps,2,5,0.8800292015075684
gpu_memory_usage_per_step,2,5,7.771484375
step_gpu0_resident_used_gib,2,5,7.771484375
step_gpu0_resident_free_gib,2,5,15.779296875
step_gpu0_resident_total_gib,2,5,24.0
step_gpu0_tf_allocator_current_gib,2,5,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,2,5,0.6373814642429352
epoch_timesteps,2,,5.023483514785767
epoch_end_gpu0_resident_used_gib,2,,7.771484375
epoch_end_gpu0_resident_free_gib,2,,15.779296875
epoch_end_gpu0_resident_total_gib,2,,24.0
epoch_end_gpu0_tf_allocator_current_gib,2,,0.012905092909932137
epoch_end_gpu0_tf_allocator_peak_gib,2,,0.6373814642429352
step_timesteps,3,1,0.8841457366943359
gpu_memory_usage_per_step,3,1,7.771484375
step_gpu0_resident_used_gib,3,1,7.771484375
step_gpu0_resident_free_gib,3,1,15.779296875
step_gpu0_resident_total_gib,3,1,24.0
step_gpu0_tf_allocator_current_gib,3,1,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,3,1,0.44228873774409294
step_timesteps,3,2,0.7567164897918701
gpu_memory_usage_per_step,3,2,7.771484375
step_gpu0_resident_used_gib,3,2,7.771484375
step_gpu0_resident_free_gib,3,2,15.779296875
step_gpu0_resident_total_gib,3,2,24.0
step_gpu0_tf_allocator_current_gib,3,2,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,3,2,0.44228873774409294
step_timesteps,3,3,0.6996970176696777
gpu_memory_usage_per_step,3,3,7.771484375
step_gpu0_resident_used_gib,3,3,7.771484375
step_gpu0_resident_free_gib,3,3,15.779296875
step_gpu0_resident_total_gib,3,3,24.0
step_gpu0_tf_allocator_current_gib,3,3,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,3,3,0.44228873774409294
step_timesteps,3,4,0.6284332275390625
gpu_memory_usage_per_step,3,4,7.771484375
step_gpu0_resident_used_gib,3,4,7.771484375
step_gpu0_resident_free_gib,3,4,15.779296875
step_gpu0_resident_total_gib,3,4,24.0
step_gpu0_tf_allocator_current_gib,3,4,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,3,4,0.44228873774409294
step_timesteps,3,5,0.7797412872314453
gpu_memory_usage_per_step,3,5,7.771484375
step_gpu0_resident_used_gib,3,5,7.771484375
step_gpu0_resident_free_gib,3,5,15.779296875
step_gpu0_resident_total_gib,3,5,24.0
step_gpu0_tf_allocator_current_gib,3,5,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,3,5,0.44228873774409294
epoch_timesteps,3,,4.435792446136475
epoch_end_gpu0_resident_used_gib,3,,7.771484375
epoch_end_gpu0_resident_free_gib,3,,15.779296875
epoch_end_gpu0_resident_total_gib,3,,24.0
epoch_end_gpu0_tf_allocator_current_gib,3,,0.012905092909932137
epoch_end_gpu0_tf_allocator_peak_gib,3,,0.44228873774409294
step_timesteps,4,1,0.7247200012207031
gpu_memory_usage_per_step,4,1,7.771484375
step_gpu0_resident_used_gib,4,1,7.771484375
step_gpu0_resident_free_gib,4,1,15.779296875
step_gpu0_resident_total_gib,4,1,24.0
step_gpu0_tf_allocator_current_gib,4,1,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,4,1,0.413899440318346
step_timesteps,4,2,0.6471121311187744
gpu_memory_usage_per_step,4,2,7.771484375
step_gpu0_resident_used_gib,4,2,7.771484375
step_gpu0_resident_free_gib,4,2,15.779296875
step_gpu0_resident_total_gib,4,2,24.0
step_gpu0_tf_allocator_current_gib,4,2,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,4,2,0.413899440318346
step_timesteps,4,3,0.6971299648284912
gpu_memory_usage_per_step,4,3,7.771484375
step_gpu0_resident_used_gib,4,3,7.771484375
step_gpu0_resident_free_gib,4,3,15.779296875
step_gpu0_resident_total_gib,4,3,24.0
step_gpu0_tf_allocator_current_gib,4,3,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,4,3,0.413899440318346
step_timesteps,4,4,0.7399775981903076
gpu_memory_usage_per_step,4,4,7.771484375
step_gpu0_resident_used_gib,4,4,7.771484375
step_gpu0_resident_free_gib,4,4,15.779296875
step_gpu0_resident_total_gib,4,4,24.0
step_gpu0_tf_allocator_current_gib,4,4,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,4,4,0.413899440318346
step_timesteps,4,5,0.7788779735565186
gpu_memory_usage_per_step,4,5,7.771484375
step_gpu0_resident_used_gib,4,5,7.771484375
step_gpu0_resident_free_gib,4,5,15.779296875
step_gpu0_resident_total_gib,4,5,24.0
step_gpu0_tf_allocator_current_gib,4,5,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,4,5,0.413899440318346
epoch_timesteps,4,,4.445685148239136
epoch_end_gpu0_resident_used_gib,4,,7.771484375
epoch_end_gpu0_resident_free_gib,4,,15.779296875
epoch_end_gpu0_resident_total_gib,4,,24.0
epoch_end_gpu0_tf_allocator_current_gib,4,,0.012905092909932137
epoch_end_gpu0_tf_allocator_peak_gib,4,,0.413899440318346
step_timesteps,5,1,1.0027291774749756
gpu_memory_usage_per_step,5,1,7.771484375
step_gpu0_resident_used_gib,5,1,7.771484375
step_gpu0_resident_free_gib,5,1,15.779296875
step_gpu0_resident_total_gib,5,1,24.0
step_gpu0_tf_allocator_current_gib,5,1,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,5,1,0.4046942312270403
step_timesteps,5,2,1.0036017894744873
gpu_memory_usage_per_step,5,2,7.771484375
step_gpu0_resident_used_gib,5,2,7.771484375
step_gpu0_resident_free_gib,5,2,15.779296875
step_gpu0_resident_total_gib,5,2,24.0
step_gpu0_tf_allocator_current_gib,5,2,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,5,2,0.4046942312270403
step_timesteps,5,3,0.8838932514190674
gpu_memory_usage_per_step,5,3,7.771484375
step_gpu0_resident_used_gib,5,3,7.771484375
step_gpu0_resident_free_gib,5,3,15.779296875
step_gpu0_resident_total_gib,5,3,24.0
step_gpu0_tf_allocator_current_gib,5,3,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,5,3,0.4046942312270403
step_timesteps,5,4,0.8023688793182373
gpu_memory_usage_per_step,5,4,7.771484375
step_gpu0_resident_used_gib,5,4,7.771484375
step_gpu0_resident_free_gib,5,4,15.779296875
step_gpu0_resident_total_gib,5,4,24.0
step_gpu0_tf_allocator_current_gib,5,4,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,5,4,0.4046942312270403
step_timesteps,5,5,0.765385627746582
gpu_memory_usage_per_step,5,5,7.771484375
step_gpu0_resident_used_gib,5,5,7.771484375
step_gpu0_resident_free_gib,5,5,15.779296875
step_gpu0_resident_total_gib,5,5,24.0
step_gpu0_tf_allocator_current_gib,5,5,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,5,5,0.4046942312270403
epoch_timesteps,5,,5.207056045532227
epoch_end_gpu0_resident_used_gib,5,,7.771484375
epoch_end_gpu0_resident_free_gib,5,,15.779296875
epoch_end_gpu0_resident_total_gib,5,,24.0
epoch_end_gpu0_tf_allocator_current_gib,5,,0.012905092909932137
epoch_end_gpu0_tf_allocator_peak_gib,5,,0.4046942312270403
step_timesteps,6,1,0.8277077674865723
gpu_memory_usage_per_step,6,1,7.771484375
step_gpu0_resident_used_gib,6,1,7.771484375
step_gpu0_resident_free_gib,6,1,15.779296875
step_gpu0_resident_total_gib,6,1,24.0
step_gpu0_tf_allocator_current_gib,6,1,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,6,1,0.40024605207145214
step_timesteps,6,2,1.0490000247955322
gpu_memory_usage_per_step,6,2,7.771484375
step_gpu0_resident_used_gib,6,2,7.771484375
step_gpu0_resident_free_gib,6,2,15.779296875
step_gpu0_resident_total_gib,6,2,24.0
step_gpu0_tf_allocator_current_gib,6,2,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,6,2,0.4028580766171217
step_timesteps,6,3,0.7279367446899414
gpu_memory_usage_per_step,6,3,7.771484375
step_gpu0_resident_used_gib,6,3,7.771484375
step_gpu0_resident_free_gib,6,3,15.779296875
step_gpu0_resident_total_gib,6,3,24.0
step_gpu0_tf_allocator_current_gib,6,3,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,6,3,0.4028580766171217
step_timesteps,6,4,0.852440595626831
gpu_memory_usage_per_step,6,4,7.771484375
step_gpu0_resident_used_gib,6,4,7.771484375
step_gpu0_resident_free_gib,6,4,15.779296875
step_gpu0_resident_total_gib,6,4,24.0
step_gpu0_tf_allocator_current_gib,6,4,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,6,4,0.4028580766171217
step_timesteps,6,5,0.7522642612457275
gpu_memory_usage_per_step,6,5,7.771484375
step_gpu0_resident_used_gib,6,5,7.771484375
step_gpu0_resident_free_gib,6,5,15.779296875
step_gpu0_resident_total_gib,6,5,24.0
step_gpu0_tf_allocator_current_gib,6,5,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,6,5,0.4028580766171217
epoch_timesteps,6,,5.132633447647095
epoch_end_gpu0_resident_used_gib,6,,7.771484375
epoch_end_gpu0_resident_free_gib,6,,15.779296875
epoch_end_gpu0_resident_total_gib,6,,24.0
epoch_end_gpu0_tf_allocator_current_gib,6,,0.012905092909932137
epoch_end_gpu0_tf_allocator_peak_gib,6,,0.4028580766171217
step_timesteps,7,1,0.9291303157806396
gpu_memory_usage_per_step,7,1,7.771484375
step_gpu0_resident_used_gib,7,1,7.771484375
step_gpu0_resident_free_gib,7,1,15.779296875
step_gpu0_resident_total_gib,7,1,24.0
step_gpu0_tf_allocator_current_gib,7,1,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,7,1,0.40314504224807024
step_timesteps,7,2,0.6861178874969482
gpu_memory_usage_per_step,7,2,7.771484375
step_gpu0_resident_used_gib,7,2,7.771484375
step_gpu0_resident_free_gib,7,2,15.779296875
step_gpu0_resident_total_gib,7,2,24.0
step_gpu0_tf_allocator_current_gib,7,2,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,7,2,0.40314504224807024
step_timesteps,7,3,0.8356220722198486
gpu_memory_usage_per_step,7,3,7.771484375
step_gpu0_resident_used_gib,7,3,7.771484375
step_gpu0_resident_free_gib,7,3,15.779296875
step_gpu0_resident_total_gib,7,3,24.0
step_gpu0_tf_allocator_current_gib,7,3,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,7,3,0.40314504224807024
step_timesteps,7,4,0.7445456981658936
gpu_memory_usage_per_step,7,4,7.771484375
step_gpu0_resident_used_gib,7,4,7.771484375
step_gpu0_resident_free_gib,7,4,15.779296875
step_gpu0_resident_total_gib,7,4,24.0
step_gpu0_tf_allocator_current_gib,7,4,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,7,4,0.4032002370804548
step_timesteps,7,5,0.8686642646789551
gpu_memory_usage_per_step,7,5,7.771484375
step_gpu0_resident_used_gib,7,5,7.771484375
step_gpu0_resident_free_gib,7,5,15.779296875
step_gpu0_resident_total_gib,7,5,24.0
step_gpu0_tf_allocator_current_gib,7,5,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,7,5,0.4032002370804548
epoch_timesteps,7,,4.769184112548828
epoch_end_gpu0_resident_used_gib,7,,7.771484375
epoch_end_gpu0_resident_free_gib,7,,15.779296875
epoch_end_gpu0_resident_total_gib,7,,24.0
epoch_end_gpu0_tf_allocator_current_gib,7,,0.012905092909932137
epoch_end_gpu0_tf_allocator_peak_gib,7,,0.4032002370804548
step_timesteps,8,1,1.1309607028961182
gpu_memory_usage_per_step,8,1,7.771484375
step_gpu0_resident_used_gib,8,1,7.771484375
step_gpu0_resident_free_gib,8,1,15.779296875
step_gpu0_resident_total_gib,8,1,24.0
step_gpu0_tf_allocator_current_gib,8,1,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,8,1,0.4019624348729849
step_timesteps,8,2,0.8061556816101074
gpu_memory_usage_per_step,8,2,7.771484375
step_gpu0_resident_used_gib,8,2,7.771484375
step_gpu0_resident_free_gib,8,2,15.779296875
step_gpu0_resident_total_gib,8,2,24.0
step_gpu0_tf_allocator_current_gib,8,2,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,8,2,0.40262354724109173
step_timesteps,8,3,0.72511887550354
gpu_memory_usage_per_step,8,3,7.771484375
step_gpu0_resident_used_gib,8,3,7.771484375
step_gpu0_resident_free_gib,8,3,15.779296875
step_gpu0_resident_total_gib,8,3,24.0
step_gpu0_tf_allocator_current_gib,8,3,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,8,3,0.40262354724109173
step_timesteps,8,4,0.8169960975646973
gpu_memory_usage_per_step,8,4,7.771484375
step_gpu0_resident_used_gib,8,4,7.771484375
step_gpu0_resident_free_gib,8,4,15.779296875
step_gpu0_resident_total_gib,8,4,24.0
step_gpu0_tf_allocator_current_gib,8,4,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,8,4,0.40262354724109173
step_timesteps,8,5,1.0175669193267822
gpu_memory_usage_per_step,8,5,7.771484375
step_gpu0_resident_used_gib,8,5,7.771484375
step_gpu0_resident_free_gib,8,5,15.779296875
step_gpu0_resident_total_gib,8,5,24.0
step_gpu0_tf_allocator_current_gib,8,5,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,8,5,0.40262354724109173
epoch_timesteps,8,,5.289793491363525
epoch_end_gpu0_resident_used_gib,8,,7.771484375
epoch_end_gpu0_resident_free_gib,8,,15.779296875
epoch_end_gpu0_resident_total_gib,8,,24.0
epoch_end_gpu0_tf_allocator_current_gib,8,,0.012905092909932137
epoch_end_gpu0_tf_allocator_peak_gib,8,,0.40262354724109173
step_timesteps,9,1,0.6542525291442871
gpu_memory_usage_per_step,9,1,7.771484375
step_gpu0_resident_used_gib,9,1,7.771484375
step_gpu0_resident_free_gib,9,1,15.779296875
step_gpu0_resident_total_gib,9,1,24.0
step_gpu0_tf_allocator_current_gib,9,1,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,9,1,0.4033272136002779
step_timesteps,9,2,0.7055919170379639
gpu_memory_usage_per_step,9,2,7.771484375
step_gpu0_resident_used_gib,9,2,7.771484375
step_gpu0_resident_free_gib,9,2,15.779296875
step_gpu0_resident_total_gib,9,2,24.0
step_gpu0_tf_allocator_current_gib,9,2,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,9,2,0.40479000844061375
step_timesteps,9,3,0.670245885848999
gpu_memory_usage_per_step,9,3,7.771484375
step_gpu0_resident_used_gib,9,3,7.771484375
step_gpu0_resident_free_gib,9,3,15.779296875
step_gpu0_resident_total_gib,9,3,24.0
step_gpu0_tf_allocator_current_gib,9,3,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,9,3,0.40479000844061375
step_timesteps,9,4,0.7197234630584717
gpu_memory_usage_per_step,9,4,7.771484375
step_gpu0_resident_used_gib,9,4,7.771484375
step_gpu0_resident_free_gib,9,4,15.779296875
step_gpu0_resident_total_gib,9,4,24.0
step_gpu0_tf_allocator_current_gib,9,4,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,9,4,0.4059064257889986
step_timesteps,9,5,0.6708097457885742
gpu_memory_usage_per_step,9,5,7.771484375
step_gpu0_resident_used_gib,9,5,7.771484375
step_gpu0_resident_free_gib,9,5,15.779296875
step_gpu0_resident_total_gib,9,5,24.0
step_gpu0_tf_allocator_current_gib,9,5,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,9,5,0.4059064257889986
epoch_timesteps,9,,4.100559711456299
epoch_end_gpu0_resident_used_gib,9,,7.771484375
epoch_end_gpu0_resident_free_gib,9,,15.779296875
epoch_end_gpu0_resident_total_gib,9,,24.0
epoch_end_gpu0_tf_allocator_current_gib,9,,0.012905092909932137
epoch_end_gpu0_tf_allocator_peak_gib,9,,0.4059064257889986
step_timesteps,10,1,0.7091472148895264
gpu_memory_usage_per_step,10,1,7.771484375
step_gpu0_resident_used_gib,10,1,7.771484375
step_gpu0_resident_free_gib,10,1,15.779296875
step_gpu0_resident_total_gib,10,1,24.0
step_gpu0_tf_allocator_current_gib,10,1,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,10,1,0.4058523019775748
step_timesteps,10,2,0.809213399887085
gpu_memory_usage_per_step,10,2,7.771484375
step_gpu0_resident_used_gib,10,2,7.771484375
step_gpu0_resident_free_gib,10,2,15.779296875
step_gpu0_resident_total_gib,10,2,24.0
step_gpu0_tf_allocator_current_gib,10,2,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,10,2,0.4058523019775748
step_timesteps,10,3,0.8493125438690186
gpu_memory_usage_per_step,10,3,7.771484375
step_gpu0_resident_used_gib,10,3,7.771484375
step_gpu0_resident_free_gib,10,3,15.779296875
step_gpu0_resident_total_gib,10,3,24.0
step_gpu0_tf_allocator_current_gib,10,3,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,10,3,0.4096791837364435
step_timesteps,10,4,0.6782991886138916
gpu_memory_usage_per_step,10,4,7.771484375
step_gpu0_resident_used_gib,10,4,7.771484375
step_gpu0_resident_free_gib,10,4,15.779296875
step_gpu0_resident_total_gib,10,4,24.0
step_gpu0_tf_allocator_current_gib,10,4,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,10,4,0.4096791837364435
step_timesteps,10,5,0.8238868713378906
gpu_memory_usage_per_step,10,5,7.771484375
step_gpu0_resident_used_gib,10,5,7.771484375
step_gpu0_resident_free_gib,10,5,15.779296875
step_gpu0_resident_total_gib,10,5,24.0
step_gpu0_tf_allocator_current_gib,10,5,0.012905092909932137
step_gpu0_tf_allocator_peak_gib,10,5,0.4096791837364435
epoch_timesteps,10,,4.544605493545532
epoch_end_gpu0_resident_used_gib,10,,7.771484375
epoch_end_gpu0_resident_free_gib,10,,15.779296875
epoch_end_gpu0_resident_total_gib,10,,24.0
epoch_end_gpu0_tf_allocator_current_gib,10,,0.012905092909932137
epoch_end_gpu0_tf_allocator_peak_gib,10,,0.4096791837364435
training_time,,,50.914055824279785
